date,kind,instrument_jp,instrument_en,offered,start,end,rate,yield,bids,allotted
2026-09-03,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-09-03,2026-09-04,,0.5,868.0,868.0
2026-09-03,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-09-03,2026-09-04,,0.5,0.0,0.0
2026-09-04,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-09-04,2026-09-07,,0.5,369.0,369.0
2026-09-04,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-09-04,2026-09-07,,0.5,0.0,0.0
2026-09-07,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-09-07,2026-09-08,,0.5,1242.0,1242.0
2026-09-07,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-09-07,2026-09-08,,0.5,0.0,0.0
2026-09-08,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-09-08,2026-09-09,,0.5,489.0,489.0
2026-09-08,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-09-08,2026-09-09,,0.5,0.0,0.0
2026-09-08,slf_usd,米ドル資金供給用担保国債供給（国債売現先）,Securities lending to provide JGSs as collateral for US Dollar Funds-Supplying Operations against Pooled Collateral (Sales of JGSs under repurchase agreements),5000.0,2026-09-09,2026-09-18,,0.97,9.0,9.0
2026-09-08,usd_funds,米ドル資金供給,US Dollar Funds-Supplying Operations against Pooled Collateral,,2026-09-10,2026-09-17,3.88,,4.0,4.0
2026-09-09,jgb_purch,国債買入（残存期間１年超３年以下）,Outright purchases of JGBs(residual maturity of more than 1 year and up to 3 years),3550.0,2026-09-10,,,,11080.0,3553.0
2026-09-09,jgb_purch,国債買入（残存期間５年超１０年以下）,Outright purchases of JGBs(residual maturity of more than 5 years and up to 10 years),3350.0,2026-09-10,,,,7862.0,3354.0
2026-09-09,jgb_purch,国債買入（残存期間２５年超）,Outright purchases of JGBs(residual maturity of more than 25 years),750.0,2026-09-10,,,,1884.0,752.0
2026-09-09,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-09-09,2026-09-10,,0.5,454.0,454.0
2026-09-09,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-09-09,2026-09-10,,0.5,10.0,10.0
2026-09-10,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-09-10,2026-09-11,,0.5,718.0,718.0
2026-09-10,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-09-10,2026-09-11,,0.5,0.0,0.0
